destination,month,duration_days,group_size,pace,total_budget_inr
Maharashtra,9,14,1,Budget,32621.095373777513
Himachal Pradesh,10,10,6,Budget,85003.31511278404
Goa,2,1,2,Luxury,27154.350269688992
Delhi,7,9,7,Moderate,152558.8494972406
Karnataka,4,2,7,Budget,17987.1212183072
Himachal Pradesh,2,13,4,Luxury,552577.1613585384
Himachal Pradesh,3,11,2,Moderate,85880.58025470653
Maharashtra,6,1,7,Luxury,56778.66329870097
Rajasthan,10,14,1,Budget,25424.040599008073
Maharashtra,9,7,2,Moderate,58879.59410961931
Delhi,8,9,2,Moderate,58140.74586246068
Tamil Nadu,10,6,1,Luxury,51707.67191601693
Tamil Nadu,11,8,9,Luxury,493416.87171550316
Rajasthan,9,11,6,Moderate,165885.41262855325
Delhi,4,7,3,Budget,34966.52201802066
Rajasthan,12,9,6,Budget,116184.1838093756
Kerala,4,7,7,Moderate,132920.00855539044
Tamil Nadu,9,13,3,Moderate,120893.49409028707
Himachal Pradesh,8,6,4,Budget,40420.88047677858
Agra,12,1,1,Budget,1880.0037818008261
Karnataka,2,9,6,Luxury,456874.38384792965
Delhi,8,10,6,Luxury,490816.3929961659
Goa,1,5,9,Budget,101176.65563452485
Rajasthan,9,13,2,Moderate,97390.13373109433
Karnataka,9,2,5,Moderate,25975.178958806577
Goa,8,14,5,Luxury,645265.4836826294
Karnataka,11,12,7,Moderate,262553.51683151146
Agra,5,11,5,Moderate,128547.36945617976
Goa,5,8,4,Moderate,120606.94183772955
Maharashtra,3,13,2,Moderate,102448.59884542692
Uttarakhand,5,4,8,Luxury,312694.72834185016
Maharashtra,4,14,5,Moderate,244840.40582899368
Tamil Nadu,1,3,4,Budget,19846.65004838059
Uttarakhand,9,13,9,Luxury,664778.1491431686
Maharashtra,10,1,2,Moderate,8804.73929118897
Uttarakhand,4,5,3,Moderate,39533.048732051815
Uttarakhand,3,3,8,Moderate,42652.84347219302
Himachal Pradesh,6,4,4,Luxury,215634.32986151488
Rajasthan,1,9,9,Moderate,290396.7495502929
Rajasthan,5,11,9,Luxury,682522.1524448472
Himachal Pradesh,7,14,9,Budget,139692.5669946567
Karnataka,2,7,1,Moderate,23375.51993645671
Kerala,10,11,6,Luxury,606498.0979398175
Karnataka,9,5,6,Budget,46366.560736168096
Goa,12,8,8,Luxury,897309.3755478752
Goa,6,6,7,Moderate,133895.54685001777
Uttarakhand,2,10,7,Luxury,503545.7744816609
Maharashtra,8,2,2,Moderate,18184.766616008947
Maharashtra,8,7,4,Luxury,304620.5188484268
Rajasthan,1,1,1,Budget,2668.5865067949007
Delhi,12,3,7,Moderate,61343.690671490396
Karnataka,1,12,4,Budget,92386.06111166715
Tamil Nadu,1,1,9,Moderate,22251.09272820704
Agra,12,14,6,Luxury,620037.4655889499
Maharashtra,4,1,6,Budget,9642.862764077523
Agra,4,5,9,Moderate,69177.01342892648
Uttarakhand,8,6,8,Budget,56478.4298990283
Agra,1,12,6,Budget,83723.3938628751
Tamil Nadu,10,3,6,Moderate,50673.216049124
Himachal Pradesh,3,14,6,Luxury,819249.1816478167
Tamil Nadu,11,3,4,Budget,20358.316645383107
Agra,1,3,5,Moderate,41028.13961094055
Tamil Nadu,9,1,3,Budget,4033.9366327981834
Kerala,10,5,9,Budget,48527.23006500319
Uttarakhand,12,1,2,Luxury,23528.364323491383
Karnataka,9,10,7,Moderate,180005.87244488756
Himachal Pradesh,7,10,1,Moderate,40769.03877914092
Maharashtra,12,3,7,Budget,35918.5616577633
Goa,8,13,2,Luxury,361561.04361554224
Karnataka,1,6,5,Luxury,325874.0698437881
Goa,5,11,1,Luxury,127083.78926682773
Uttarakhand,2,6,5,Moderate,68316.4758019698
Himachal Pradesh,1,3,4,Moderate,39600.11915890301
Rajasthan,3,9,1,Budget,14149.00733921973
Maharashtra,7,8,1,Luxury,104075.34592060454
Kerala,1,11,7,Luxury,954273.3899853238
Rajasthan,11,3,3,Moderate,44949.97418410332
Uttarakhand,2,5,9,Budget,40497.02427948075
Karnataka,2,5,9,Moderate,109539.1072455496
Kerala,4,14,9,Moderate,292319.5826376851
Tamil Nadu,12,5,1,Budget,10781.044482439764
Agra,3,3,4,Luxury,78563.47173374778
Kerala,3,5,1,Luxury,58075.51378108203
Uttarakhand,10,5,1,Budget,7328.452236347507
Delhi,5,4,9,Luxury,222968.00888267806
Agra,3,4,5,Budget,27217.03164092005
Goa,11,2,1,Budget,6059.388454704766
Maharashtra,7,9,3,Moderate,89445.27000712756
Goa,5,7,7,Luxury,401718.4938202704
Kerala,4,1,2,Luxury,20223.782227795287
Goa,12,5,4,Budget,49835.19644986233
Uttarakhand,3,2,2,Moderate,12833.924374717282
Tamil Nadu,12,10,9,Moderate,189295.5573930684
Karnataka,4,6,9,Luxury,326996.1870294011
Maharashtra,12,7,7,Budget,90209.73393748533
Goa,2,12,7,Luxury,780978.038343374
Goa,1,2,2,Luxury,66669.43620577965
Kerala,3,11,8,Moderate,261107.07120048336
Karnataka,11,6,1,Moderate,27438.648834169388
Rajasthan,2,13,8,Moderate,244676.923717831
Goa,1,3,5,Moderate,89567.76622722732
Uttarakhand,1,9,4,Budget,54968.76423805104
Delhi,2,4,2,Luxury,69196.7431731958
Maharashtra,9,3,3,Moderate,29614.54235914739
Goa,5,13,2,Luxury,361114.7714462803
Uttarakhand,9,11,4,Budget,63355.62418473945
Uttarakhand,8,3,3,Moderate,23717.933297903222
Maharashtra,11,2,5,Budget,19078.781115925234
Rajasthan,6,12,7,Moderate,212655.66822197835
Uttarakhand,1,9,9,Luxury,507009.42774624954
Delhi,10,8,5,Budget,57733.027780615754
Uttarakhand,5,5,8,Moderate,126682.55096561859
Uttarakhand,12,14,2,Luxury,328397.9594053987
Uttarakhand,1,14,6,Luxury,574157.3924635948
Tamil Nadu,7,13,8,Luxury,589257.078293581
Tamil Nadu,10,9,9,Moderate,183706.36158095964
Rajasthan,11,13,4,Luxury,760681.0700532049
Goa,8,2,4,Luxury,97742.80292374027
Uttarakhand,8,6,7,Moderate,85466.38701072738
Karnataka,7,7,4,Budget,46654.41526816145
Goa,2,6,5,Luxury,359226.5224153974
Rajasthan,5,3,2,Moderate,21807.438186509968
Himachal Pradesh,4,10,2,Budget,38858.242551560856
Goa,5,14,5,Luxury,730407.2016525748
Goa,10,10,2,Moderate,92347.63240212575
Agra,9,10,6,Moderate,134375.19120879084
Kerala,4,9,6,Luxury,472079.8262322781
Agra,12,14,8,Budget,149311.52255564363
Delhi,8,12,1,Budget,18774.020308862124
Tamil Nadu,8,8,7,Budget,71757.00656081324
Tamil Nadu,2,8,7,Luxury,367368.2035138575
Kerala,6,8,9,Luxury,520952.51041451836
Maharashtra,5,9,4,Budget,61617.67994696547
Maharashtra,2,1,7,Budget,10299.870715846168
Rajasthan,12,8,6,Budget,103526.71267512182
Kerala,10,2,4,Budget,12306.693893249292
Goa,4,4,8,Moderate,100754.58906026161
Maharashtra,7,1,3,Luxury,33467.74284721346
Uttarakhand,1,12,8,Budget,112867.62995546903
Karnataka,9,6,5,Moderate,90051.7429497361
Goa,10,10,4,Budget,65974.56545258043
Delhi,12,1,3,Budget,6367.760565677128
Uttarakhand,1,12,7,Moderate,212121.78206267123
Uttarakhand,12,5,7,Budget,49610.22521127361
Kerala,5,9,6,Budget,92485.69661580466
Rajasthan,7,1,3,Moderate,9296.34153124691
Delhi,8,9,9,Moderate,191247.8378383961
Maharashtra,2,4,2,Moderate,30618.411191008585
Kerala,4,3,3,Moderate,27760.485567952517
Maharashtra,2,8,1,Moderate,36573.80651036065
Kerala,4,6,7,Budget,65605.71000208816
Kerala,6,7,2,Luxury,143455.27836350567
Kerala,6,9,8,Moderate,190231.5694638833
Rajasthan,12,5,9,Luxury,467548.54428669094
Kerala,2,13,2,Budget,48830.10821111729
Himachal Pradesh,11,2,6,Moderate,37158.63384043199
Karnataka,4,3,1,Luxury,34679.55197301555
Maharashtra,4,3,8,Luxury,209576.0319079885
Goa,1,4,5,Luxury,364708.90170168213
Agra,2,10,9,Luxury,473872.8451588876
Delhi,3,7,3,Luxury,214582.49032664875
Tamil Nadu,11,12,2,Moderate,96048.83145352914
Rajasthan,5,10,7,Moderate,168360.98404461547
Goa,11,6,7,Moderate,191375.6901171845
Uttarakhand,8,3,5,Luxury,128379.6172978147
Himachal Pradesh,6,14,7,Luxury,997875.6807864192
Tamil Nadu,3,7,6,Budget,49145.07204336381
Agra,6,4,9,Luxury,222071.79062329224
Goa,7,10,3,Budget,56692.49152467911
Tamil Nadu,6,11,4,Budget,68605.65618105502
Goa,10,11,9,Moderate,256989.79399504312
Himachal Pradesh,6,8,8,Luxury,674134.7801049103
Agra,1,7,6,Luxury,329824.8105039354
Uttarakhand,3,7,3,Budget,27711.649585585896
Kerala,7,9,9,Budget,102772.64693445597
Maharashtra,4,8,9,Luxury,620515.5793863062
Uttarakhand,12,12,6,Budget,135214.32244010275
Kerala,4,1,2,Luxury,26119.292539564893
Rajasthan,7,7,7,Luxury,380800.3161437551
Karnataka,9,3,9,Budget,25784.493840679905
Delhi,11,12,9,Moderate,276574.69355326967
Delhi,2,4,3,Luxury,117567.97027845673
Maharashtra,9,6,2,Budget,21211.872689182088
Agra,3,5,5,Budget,32955.84244758227
Himachal Pradesh,6,8,7,Budget,111469.29168405503
Agra,4,2,3,Luxury,47848.09592573731
Himachal Pradesh,1,5,4,Luxury,181706.57471642955
Agra,9,5,2,Luxury,78364.31940829483
Karnataka,11,3,2,Budget,14417.133104842042
Rajasthan,6,14,7,Moderate,261858.50282753096
Rajasthan,8,10,2,Moderate,70358.01563066391
Kerala,2,13,1,Luxury,176984.19259564255
Tamil Nadu,7,5,4,Luxury,153329.95950953115
Rajasthan,6,4,6,Luxury,209276.38526265242
Rajasthan,2,11,4,Moderate,134176.92764269985
Uttarakhand,2,5,1,Moderate,18078.637105066344
Uttarakhand,4,10,1,Luxury,100625.56738688932
Kerala,4,9,9,Budget,104243.11128048033
Tamil Nadu,3,7,1,Moderate,21175.24184863547
Maharashtra,8,1,7,Luxury,58869.016176125486
Uttarakhand,7,3,7,Moderate,44250.137249693245
Maharashtra,2,9,1,Budget,20000.807534253636
Goa,3,4,1,Budget,8760.168276287986
Uttarakhand,10,4,6,Moderate,63820.418961814736
Karnataka,9,10,8,Luxury,527430.6157602442
Tamil Nadu,5,6,7,Moderate,105625.69954222604
Kerala,2,3,6,Luxury,177223.59821361932
Goa,3,3,3,Moderate,37848.35311789237
Tamil Nadu,8,9,7,Budget,65087.786282578294
Karnataka,4,13,6,Moderate,205197.99937703146
Tamil Nadu,2,5,8,Luxury,249503.60310990937
Karnataka,2,14,4,Luxury,522883.38754872215
Karnataka,6,7,9,Budget,74897.11337972485
Maharashtra,8,5,1,Luxury,59945.242039590405
Agra,7,6,7,Luxury,226356.1258619675
Goa,4,8,9,Budget,107874.85483286642
Tamil Nadu,2,8,1,Luxury,77592.08413163385
Himachal Pradesh,9,2,3,Luxury,57550.344942595
Goa,4,11,7,Moderate,265775.5577856803
Agra,9,9,9,Moderate,162370.69703484955
Goa,5,10,1,Moderate,48119.02437430773
Rajasthan,12,12,6,Moderate,271109.57237663126
Himachal Pradesh,12,12,2,Moderate,111510.45956697276
Agra,11,12,5,Moderate,183831.53638288184
Maharashtra,11,14,7,Moderate,299842.2709677504
Tamil Nadu,7,6,7,Budget,46924.49733091631
Delhi,12,7,7,Moderate,155245.050702193
Agra,5,3,4,Luxury,94142.88705421342
Kerala,2,4,6,Budget,38525.610744202146
Tamil Nadu,6,6,6,Moderate,91049.05294087446
Agra,7,7,7,Moderate,94864.15217541237
Rajasthan,11,6,9,Luxury,507730.3726356618
Delhi,6,5,6,Budget,42600.5456418296
Rajasthan,3,14,1,Luxury,135110.240516459
Delhi,10,12,8,Luxury,746211.3414744375
Kerala,8,2,2,Budget,6922.528206742486
Tamil Nadu,3,12,3,Luxury,274013.11189642345
Maharashtra,5,7,5,Budget,63705.1680954859
Rajasthan,9,5,6,Luxury,266613.05423213757
Rajasthan,11,12,7,Budget,142618.2890189119
Karnataka,5,9,4,Moderate,101503.64825997324
Delhi,7,13,3,Budget,56337.69664127857
Uttarakhand,11,11,9,Luxury,592114.0466824685
Tamil Nadu,7,4,4,Luxury,137831.79765187035
Delhi,5,14,9,Moderate,274232.5039354489
Karnataka,2,10,9,Moderate,170293.58385435535
Goa,5,12,3,Moderate,130796.61500892862
Delhi,7,2,3,Budget,8722.079800368943
Maharashtra,7,7,8,Budget,80959.56436355662
Tamil Nadu,4,7,1,Budget,11926.808921194837
Karnataka,1,1,6,Budget,10361.331840796567
Goa,6,11,6,Budget,113737.74315235099
Himachal Pradesh,3,14,9,Luxury,925059.6139631446
Karnataka,11,13,2,Luxury,372599.7757755306
Himachal Pradesh,5,5,8,Luxury,436566.9311521982
Tamil Nadu,4,3,7,Budget,26037.468331341344
Rajasthan,2,9,2,Moderate,61792.47890074039
Karnataka,12,9,1,Luxury,130584.2238067808
Kerala,7,7,4,Luxury,323554.97358082293
Himachal Pradesh,5,12,2,Budget,62560.29563821732
Maharashtra,7,9,3,Budget,46146.532206535376
Kerala,9,12,2,Budget,49297.24517133121
Agra,4,2,9,Luxury,101598.29435642582
Agra,5,11,4,Moderate,126795.13272764088
Goa,9,10,1,Budget,20961.9043612168
Rajasthan,10,8,8,Budget,83065.6006012434
Tamil Nadu,11,10,4,Moderate,136733.3593916988
Karnataka,4,10,8,Moderate,219181.9509192416
Uttarakhand,5,10,8,Moderate,252810.9351081087
Maharashtra,5,13,9,Budget,163604.9332147212
Himachal Pradesh,8,1,7,Budget,8817.989808453374
Tamil Nadu,4,3,4,Luxury,92480.54319602119
Kerala,4,8,2,Luxury,189189.85732900878
Agra,7,11,6,Luxury,428704.3519414197
Maharashtra,11,8,4,Luxury,471213.32861764653
Uttarakhand,5,14,6,Luxury,845576.1832023844
Karnataka,6,10,8,Luxury,509749.76307043346
Goa,6,8,3,Budget,48582.543102809985
Uttarakhand,12,11,1,Luxury,149396.00083209525
Maharashtra,6,12,5,Budget,85822.99658623764
Uttarakhand,10,11,3,Budget,43891.69684584796
Maharashtra,5,7,6,Moderate,112508.1662349335
Maharashtra,5,2,3,Budget,11547.52638035257
Delhi,9,3,1,Budget,4922.610757540457
Himachal Pradesh,8,9,9,Budget,83287.19590510045
Agra,4,2,5,Moderate,26437.801599754755
Delhi,7,13,2,Budget,37130.50388889416
Karnataka,8,7,2,Moderate,52040.20092946563
Delhi,12,1,9,Luxury,69530.05872147642
Rajasthan,9,3,1,Budget,5677.694750964439
Rajasthan,5,13,3,Luxury,327891.19287045015
Agra,3,14,7,Budget,114370.67584716588
Uttarakhand,4,1,1,Moderate,3028.7656575977862
Himachal Pradesh,10,6,2,Luxury,110799.2380707434
Agra,6,4,6,Budget,28269.08293159543
Maharashtra,10,1,9,Budget,12562.514845917172
Kerala,11,5,9,Moderate,154889.4040378393
Himachal Pradesh,5,14,8,Budget,195249.9009323318
Himachal Pradesh,9,4,3,Luxury,119881.93550566981
Maharashtra,11,14,2,Moderate,115662.32235716646
Maharashtra,11,11,1,Luxury,178950.1407767847
Goa,3,10,9,Luxury,825549.8470745501
Agra,2,14,5,Budget,81985.96206568381
Maharashtra,6,11,3,Budget,55717.03799121267
Rajasthan,7,10,5,Moderate,140213.12281485248
Karnataka,5,2,3,Moderate,22406.099564922897
Kerala,1,13,9,Moderate,434571.3318960223
Agra,3,7,1,Luxury,57563.5584067696
Tamil Nadu,3,12,1,Luxury,120696.3409773507
Rajasthan,12,8,3,Luxury,322529.8808810123
Uttarakhand,4,4,6,Luxury,148101.35293679236
Maharashtra,10,9,2,Budget,40366.169212721376
Tamil Nadu,6,3,1,Moderate,10774.53256475605
Maharashtra,5,13,8,Budget,160020.5709491056
Himachal Pradesh,1,6,9,Budget,64935.905450127
Rajasthan,6,11,1,Luxury,113758.44300068474
Himachal Pradesh,9,14,3,Moderate,143346.47560357003
Goa,11,14,5,Luxury,1033511.855774667
Himachal Pradesh,1,7,7,Luxury,377682.2022300829
Goa,8,7,4,Moderate,96299.5301999566
Goa,8,6,6,Moderate,120532.68389204185
Tamil Nadu,3,9,1,Budget,15500.069404742953
Maharashtra,9,1,4,Luxury,39711.774925498634
Uttarakhand,11,13,8,Luxury,735356.1865267507
Himachal Pradesh,11,9,5,Luxury,428479.69161859626
Rajasthan,8,13,8,Moderate,216719.75781312597
Goa,3,9,1,Luxury,109362.17269323823
Maharashtra,10,4,9,Luxury,245213.77298829512
Kerala,5,13,4,Luxury,605799.9140750124
Agra,3,12,9,Luxury,537119.5494980126
Tamil Nadu,5,12,8,Budget,92716.72965185693
Uttarakhand,9,5,8,Moderate,74813.1837754678
Delhi,12,3,2,Budget,11410.8625268425
Tamil Nadu,4,7,3,Moderate,64527.67227307132
Kerala,6,2,9,Luxury,113234.53819153912
Agra,3,8,3,Moderate,58179.40820088722
Kerala,3,9,8,Budget,106978.79153189622
Himachal Pradesh,5,6,5,Luxury,396575.7030007459
Goa,8,9,7,Budget,88499.2740091039
Uttarakhand,8,6,4,Budget,33130.554163778346
Karnataka,3,3,8,Budget,26617.037210423132
Goa,8,10,4,Moderate,174738.9917271033
Karnataka,11,3,5,Budget,25751.385127103793
Agra,8,2,1,Moderate,5356.275212654255
Maharashtra,3,5,8,Budget,56450.3730282491
Delhi,10,13,7,Budget,99345.63700576288
Rajasthan,10,14,5,Moderate,197062.51197003832
Goa,2,4,6,Moderate,89559.26086249927
Uttarakhand,10,12,1,Budget,18311.409083263898
Kerala,2,6,8,Budget,61978.453600420646
Uttarakhand,9,5,9,Luxury,228743.43682857073
Agra,7,6,5,Budget,37580.487545378106
Karnataka,6,4,7,Budget,32040.639896777033
Kerala,7,14,4,Luxury,541548.6766605614
Rajasthan,8,13,6,Budget,112853.57852587447
Rajasthan,12,3,2,Budget,13391.072168200828
Goa,1,1,4,Moderate,25292.070877320893
Agra,8,5,5,Moderate,62350.293627409446
Maharashtra,3,6,9,Moderate,121425.95416107873
Agra,3,5,9,Budget,36472.180524822536
Karnataka,6,5,8,Moderate,100910.33843449454
Uttarakhand,4,12,4,Budget,69768.08844934101
Rajasthan,4,6,6,Luxury,296745.13391637115
Uttarakhand,4,4,7,Moderate,66747.60157040422
Uttarakhand,10,14,1,Luxury,128819.04557299703
Uttarakhand,9,12,1,Budget,16328.267404312452
Rajasthan,8,4,4,Budget,24006.34881257524
Tamil Nadu,3,11,3,Luxury,302367.3158139028
Himachal Pradesh,1,13,4,Luxury,532246.6104836344
Karnataka,1,8,9,Luxury,529041.3266625544
Tamil Nadu,1,11,2,Luxury,223728.35618351007
Karnataka,4,8,4,Moderate,110612.58129362308
Kerala,6,12,7,Luxury,777845.7609149857
Agra,4,3,2,Moderate,19601.44223157599
Agra,11,7,8,Luxury,374222.0155550171
Delhi,11,5,4,Luxury,185862.5010983013
Agra,3,5,9,Moderate,80413.97640637282
Rajasthan,8,12,1,Budget,20872.399561533704
Maharashtra,8,13,7,Budget,115170.49332523096
Goa,6,3,1,Budget,6901.999399771191
Delhi,9,2,9,Budget,17543.84395572703
Goa,12,13,1,Moderate,77723.47665543506
Karnataka,10,3,3,Budget,15456.538648433012
Goa,1,7,7,Moderate,216407.2911428767
Goa,8,3,1,Moderate,13749.373286482663
Delhi,6,11,5,Moderate,131602.70382653727
Kerala,1,13,6,Moderate,336912.88443938387
Uttarakhand,4,2,3,Moderate,19174.35341847856
Agra,5,4,6,Luxury,169295.69284289802
Agra,7,12,4,Moderate,135894.97331396828
Rajasthan,8,5,6,Budget,42215.60500662211
Delhi,9,13,6,Moderate,218246.0211890835
Rajasthan,12,7,4,Budget,69410.15908592647
Maharashtra,12,1,1,Moderate,4313.549186902946
Maharashtra,6,14,3,Budget,77474.83971998392
Rajasthan,10,8,7,Moderate,156150.64263435718
Delhi,9,10,2,Luxury,180178.12996283977
Rajasthan,4,3,4,Budget,18673.209989695366
Agra,8,14,6,Budget,102726.97714415651
Tamil Nadu,3,11,5,Moderate,164087.8128998442
Himachal Pradesh,4,6,6,Budget,57021.96339559039
Goa,10,4,5,Moderate,75814.15469416881
Himachal Pradesh,4,14,9,Luxury,916435.9332453284
Delhi,6,5,2,Luxury,95052.86080984226
Himachal Pradesh,9,10,4,Moderate,118499.74320497333
Maharashtra,6,12,1,Moderate,57334.37698593528
Karnataka,1,6,7,Luxury,447478.63275213516
Goa,5,2,1,Budget,4398.213605292763
Uttarakhand,9,13,6,Budget,91095.95293697272
Delhi,5,3,9,Budget,27939.36012111638
Goa,6,8,2,Luxury,202824.63891662526
Himachal Pradesh,3,8,1,Moderate,33520.558618286974
Maharashtra,8,1,3,Luxury,33312.667913417084
Kerala,10,10,6,Budget,100323.48619757466
Tamil Nadu,11,8,7,Moderate,164321.67481213278
Uttarakhand,4,11,8,Moderate,208595.56942794006
Tamil Nadu,4,2,4,Budget,11807.570198538637
Goa,11,10,8,Moderate,341752.1704997202
Maharashtra,12,10,7,Budget,138963.6337266322
Maharashtra,5,13,8,Luxury,782714.9078818306
Himachal Pradesh,10,8,5,Moderate,138561.57783423067
Agra,9,12,7,Budget,76119.13120250357
Himachal Pradesh,8,10,4,Budget,67331.42877151008
Agra,7,5,1,Luxury,38496.37028875762
Agra,5,1,3,Moderate,7380.656265594703
Uttarakhand,9,8,9,Moderate,136745.9817007031
Himachal Pradesh,9,12,4,Moderate,139145.5953126695
Kerala,10,5,5,Moderate,91731.77215288281
Rajasthan,10,1,3,Luxury,30671.97127256877
Rajasthan,2,4,6,Luxury,208893.45324259225
Himachal Pradesh,4,13,4,Moderate,192099.4022591208
Himachal Pradesh,8,1,5,Budget,7998.472647202319
Tamil Nadu,1,13,7,Moderate,234589.17749177266
Uttarakhand,5,9,7,Moderate,212797.7448148496
Himachal Pradesh,8,10,9,Budget,105195.09679688935
Tamil Nadu,2,2,2,Moderate,11665.331454128982
Agra,2,8,4,Budget,39175.56174706135
Maharashtra,8,4,8,Luxury,270561.0076135544
Maharashtra,10,9,4,Budget,62244.57089286684
Agra,12,2,3,Luxury,53685.869083141944
Delhi,9,12,6,Moderate,185026.64503810916
Tamil Nadu,7,3,3,Budget,12296.872706921178
Tamil Nadu,8,2,2,Budget,6975.583012274556
Agra,5,10,9,Moderate,171431.98008317087
Kerala,1,14,3,Luxury,655198.8354651897
Karnataka,4,5,1,Budget,10486.098719322596
Goa,2,11,9,Budget,129197.38848182281
Agra,3,1,5,Moderate,12268.08906564905
Himachal Pradesh,12,12,7,Luxury,941790.4099807334
Himachal Pradesh,3,3,2,Moderate,19203.2136148729
Uttarakhand,9,1,1,Budget,1563.4201532010447
Agra,10,10,6,Moderate,117890.59731589898
Uttarakhand,4,14,5,Moderate,161488.8385170261
Agra,2,8,6,Luxury,351947.7473684753
Tamil Nadu,3,12,2,Luxury,212357.05487857223
Goa,3,4,7,Moderate,77323.77279747376
Tamil Nadu,7,3,1,Moderate,10550.307248673576
Karnataka,8,8,8,Moderate,167883.46236567703
Maharashtra,11,13,7,Budget,164283.98955370972
Rajasthan,6,9,7,Luxury,520784.68995797995
Agra,4,8,6,Budget,59660.971076624046
Karnataka,6,6,5,Luxury,270612.81422378856
Maharashtra,11,14,9,Luxury,1224347.9838047377
Delhi,1,3,3,Budget,16138.621086997899
Goa,10,8,9,Budget,101174.06906018444
Uttarakhand,8,13,5,Moderate,190208.25479860237
Uttarakhand,1,5,8,Luxury,272054.4454169215
Tamil Nadu,5,5,3,Luxury,128619.54867783353
Himachal Pradesh,2,12,7,Luxury,757267.0577193942
Maharashtra,6,9,4,Moderate,141055.96551999502
Delhi,9,1,5,Luxury,36168.98843892483
Karnataka,5,7,4,Luxury,283676.8795615422
Goa,4,8,9,Budget,111091.80283854845
Maharashtra,2,11,7,Budget,106999.8617623508
Delhi,12,10,6,Moderate,176261.57315653705
Rajasthan,3,3,6,Luxury,147706.34980267077
Agra,6,8,7,Moderate,103845.10401539224
Uttarakhand,8,1,5,Budget,6735.953762159245
Karnataka,8,8,3,Luxury,220093.41363629975
Uttarakhand,5,7,3,Luxury,250322.43624606315
Karnataka,5,4,7,Moderate,81047.70386364423
Tamil Nadu,10,11,1,Luxury,118596.03911107493
Himachal Pradesh,3,7,4,Luxury,239412.11834567366
Karnataka,7,10,8,Budget,103743.55408185534
Uttarakhand,6,14,4,Moderate,207599.7533172361
Tamil Nadu,1,11,1,Budget,25010.682016645325
Karnataka,4,7,5,Moderate,97375.79911532269
Rajasthan,6,13,1,Budget,22549.339221566475
Himachal Pradesh,11,10,9,Moderate,195422.9053397491
Karnataka,6,13,8,Luxury,769762.6616415628
Tamil Nadu,11,12,7,Luxury,649480.1680612046
Maharashtra,12,1,5,Moderate,22655.68798878191
Kerala,12,3,4,Moderate,63347.92032735417
Delhi,3,7,7,Moderate,135994.19429700638
Kerala,6,11,3,Moderate,125233.65399802111
Kerala,12,13,8,Luxury,1102117.0463808973
Goa,10,5,5,Moderate,76916.32970042514
Rajasthan,6,9,5,Luxury,367519.2665244647
Maharashtra,12,7,1,Luxury,121509.94547382568
Agra,9,3,8,Moderate,52092.06637679831
Karnataka,9,1,7,Luxury,60048.75896403783
Delhi,2,5,1,Moderate,17860.592124121456
Himachal Pradesh,4,14,4,Luxury,476683.09319350985
Maharashtra,9,13,4,Moderate,158639.13114820517
Uttarakhand,4,10,9,Moderate,190354.20424393303
Agra,8,13,2,Budget,33464.21893271847
Goa,10,5,4,Budget,33392.59871863416
Goa,12,7,3,Moderate,135602.88415559844
Maharashtra,3,14,5,Budget,100001.4296936216
Tamil Nadu,3,1,7,Luxury,52014.618683078654
Kerala,9,10,5,Moderate,145231.92265068545
Uttarakhand,11,2,5,Moderate,24228.30925879634
Goa,10,11,4,Moderate,151724.01892431686
Delhi,8,6,9,Budget,61414.28911621342
Goa,1,8,6,Budget,120944.9651045563
Himachal Pradesh,10,4,6,Luxury,184628.48479214974
